,date,id,owner_id,from_id,text,comments,likes,reposts,views
4593,2021-12-11 14:01:00,181882,-153994653,-153994653,"Общественная палата предложила не вводить QR-коды в храмах и поликлиниках

Общественная палата РФ подготовила заключение по законопроектам об использовании QR-кодов, в котором указала на необходимость расширения перечня объектов и организаций, для доступа к которым не требуется предъявления сертификатов о вакцинации или перенесенном COVID-19. Об этом сказано на сайте ОП.

«В целях обеспечения соблюдения прав граждан и недопущения роста социальной напряженности представляется целесообразным расширить на уровне федерального закона перечень объектов и организаций, для доступа к которым не требуется предъявление сертификатов (в частности, добавить в этот перечень поликлиники, больницы, стоматологические кабинеты, религиозные организации традиционных конфессий, возложив установление режима ограничения посещения таких организаций на руководителей религиозных организаций традиционных конфессий по согласованию с исполнительными органами власти субъектов Российской Федерации)», — сказано в документе.

Кроме того, общественники предложили расширить перечень граждан, на которых не распространяется требование предъявления сертификатов, включив в него, помимо несовершеннолетних, и имеющих медицинские противопоказания. «В случае принятия законопроектов следует предусмотреть механизмы поддержки граждан, имеющих медицинские противопоказания к вакцинации, а также проработать рекомендации для добровольной самоизоляции невакцинированных граждан, включая возможность продолжения ими трудовой деятельности», — отмечается в отзыве.

Уровень коллективного иммунитета в России за неделю вырос с 53,7% до 55,7%. Об этом свидетельствуют данные тепловой карты, размещенной на портале стопкоронавирус.рф.

Как сообщила вице-премьер РФ Татьяна Голикова, обстановка осложнилась в трех регионах: это Карачаево-Черкесская Республика, Адыгея и Чечня. «В то же время улучшение мы видим в 12 регионах», — добавила она.

Среди лидеров по коллективному иммунитету остается Севастополь — 83,7%. Уровень выше 72% демонстрируют Чукотский автономный округ, Карелия, Санкт-Петербург, Тыва, Московская область, Москва. Небольшое снижение произошло в Магаданской области и Чеченской Республике, отметила также глава оперативного штаба.

По последним данным, всего на сегодняшний день в РФ подтверждено 9 956 679 случаев COVID-19 в 85 регионах. За весь период скончались 287 180 больных, выздоровели 8 673 518 человек. По состоянию на 10 декабря вакцинация первым компонентом проведена 74 189 385 раз, вакцинация полного цикла — 67 260 355 раз.",1,0,0,780.0
4594,2021-12-11 14:01:00,512478,-62580556,-62580556,"▪Как и когда закончится пандемия коронавируса

Помочь покончить с коронавирусом должен омикрон-штамм, точнее его распространение. Так считает вирусолог, доктор медицинских наук, профессор Анатолий Альтштейн из НИЦЭМ им. Н. Ф. Гамалеи.

Учёные уже располагают некоторыми данными об особенностях омикрон-штамма, и пришли к выводу, что этот вариант патогена не приводит к тяжёлому течению COVID-19.

Учитывая заразность омикрона, в ВОЗ считают, что вероятность глобального распространения омикрон-штамма высока.

«До Нового года он не успеет распространиться. Штамм «Дельта», например, появился осенью 2020 года, а распространился примерно в мае-июле 2021-го, то есть на это вирусу требуется полгода», – уточняет вирусолог Альтштейн. - У омикрона 32 мутации в главном белке (S-белке) и, вероятно, нестабильный геном, он легко мутирует. А если геном нестабильный, то у него в первую очередь будет подавлено то, что ведет к тяжелому заболеванию. Люди, которые уже заразились омикроном, переносят его легко, и никто не умер.

Впрочем, новый штамм ещё не дошёл до пожилых людей, поэтому непонятно, как будут переносить его они, «но пока омикрон не производит впечатление вируса, страшного по своим последствиям», – отметил Альтштейн.

Конечно, сейчас сложно сказать, насколько омикрон окажется заразным, «но даже если он распространится по всему миру, то это будет более лёгкое заболевание, чем есть сейчас, может быть, даже гораздо более лёгкое. Если по летальности коронавирус будет сопоставим с гриппом, тогда уже будем считать, что пандемия закончена. И она имеет шанс закончиться с омикроном», – заявил Анатолий Альтштейн.

Тем временем в России во всю обсуждают и форсируют вакцинацию детей.",5,7,5,5573.0
4595,2021-12-11 14:01:00,1094256,-57882883,-57882883,В медицинском эксперименте принимает участие три тысячи детей.,24,11,30,10763.0
4605,2021-12-11 14:00:03,34618,-1780228,-1780228,"ДАВИД МЕЛИК-ГУСЕЙНОВ ПРЕДУПРЕДИЛ О НОВОМ ПОДЪЕМЕ ЗАБОЛЕВАЕМОСТИ COVID-19 

Заместитель губернатора Нижегородской области, министр здравоохранения региона Давид Мелик-Гусейнов на своей странице в социальной сети предупредил о новом подъеме заболеваемости коронавирусной инфекцией. 
 
— Совсем немного времени остается до нового подъема заболеваемости ковидом, — написал Мелик-Гусейнов. 
 
По его словам, вакцинация — это единственная возможность снизить смертность в регионе. 
 
Ранее сообщалось, что после Нового года в Нижегородской области ожидается пятая волна COVID-19. Давид Мелик-Гусейнов предупредил, что ее разрушительный эффект может быть сильнее предыдущих. 
 
Напомним, что первый компонент вакцины от коронавируса получили 1,61 млн нижегородцев, оба компонента — 1,4 млн человек.",20,1,0,2320.0
4610,2021-12-11 14:00:03,21595,-181060304,-181060304,"ФОТОФАКТ. Начал работу дополнительный пункт вакцинации в Печорах.

11 декабря в 9:00 в райцентре открылся пункт вакцинации на улице Свободы, дом #34. Он расположен на первом этаже здания, там где раньше располагался магазин КБО.

Людей принимают врач-терапевт и медсестра. Привиться можно и от COVID-19, и от гриппа. Причём, ежедневно с 9:00 до 15:00, без выходных.

Местные жители уже оценили удобное расположение нового пункта вакцинации. Здесь тепло и есть скамейки, где можно посидеть в ожидании прививки.",15,44,21,4001.0
4611,2021-12-11 14:00:03,2066841,-90623832,-90623832,"💉Вакцинация от Covid-19 и гриппа в выходные дни проходит во взрослой поликлинике с 10:00-18:00.
📌В наличии имеются вакцины - Гам-Ковид-Вак (Спутник Ви), ЭпиВакКорона, Ковивак и Спутник Лайт (для переболевших и повторной вакцинации).
📌С собой: паспорт, полис, СНИЛС.",3,11,4,6449.0
4612,2021-12-11 14:00:02,1343748,-6645252,-6645252,"В Департаменте здравоохранения Москвы сообщили, что участникам испытания вакцины ""Спутник М"" выплатят денежную компенсацию в размере 15 тысяч рублей. 
 
Как отметили в пресс-службе депздрава, всего в третьей фазе клинических испытаний вакцины против коронавируса для подростков 12-17 лет будут участвовать три тысячи добровольцев. При этом 2400 из них получат вакцину, а 600 человек - плацебо. Распределение будет происходить случайным образом и ни подростки, ни их родители, ни врачи не будут знать, в какую именно группу попадет тот или иной участник. Компенсация будет выплачена как тем, что сдать кровь на иммуногренность, так и тем, кто получит плацебо. 
 
В ходе исследований добровольцев направляют на ЭКГ, делают ПЦР-тест, проводят биохимический и общий клинический анализ крови, анализ на антитела к COVID-19, ВИЧ, гепатит, электрокардиограмму, коагулограмму. Анализ на иммуногенность будет предложено сдать 500 участникам на первый, 28, 42, 90 и 180-й день.",55,5,11,7376.0
4613,2021-12-11 14:00:03,766910,-51966513,-51966513,"В Центре имени Гамалеи собрали конструкцию вакцины против «Омикрона»

Конструкцию вакцины против штамма коронавируса «Омикрон» собрали специалисты в НИЦ эпидемиологии и микробиологии имени Гамалеи. Об этом 10 декабря сообщил директор центра Александр Гинцбург в беседе с РИА Новости.

Учёный уточнил, что вакцина сделана, как и для других штаммов коронавируса, но оснований для изменений уже существующей вакцины пока нет.

Как пояснил Гинцбург, Центр имени Гамалеи «подстраивает» вакцину от COVID-19 под каждый из вариантов коронавируса. Эти препараты не тиражируются массово, а хранятся в НИЦ имени Гамалеи.

Ранее ИА REGNUM сообщало, что по мнению эксперта, случаев заражения штаммом «омикрон» в России гораздо больше, чем два, о которых известно.",18,12,4,1304.0
4618,2021-12-11 14:00:02,253917,-55682965,-55682965,"В отдалённые сёла Мурманской области прививочную компанию ""принёс"" вертолёт 

Прививочные бригады в Мурманской области на вертолёте добираются до отдаленных сёл, чтобы местные жители могли вакцинироваться от  COVID-19 и сезонного гриппа. 

Как сообщает региональный оперативный штаб, для обеспечения доступности вакцинации в населённых пунктах Ловозерского района главный врач Ловозерской ЦРБ Владимир Маслак вместе со специалистами больницы посетил сёла Каневка и Сосновка.

Вылет медработников состоялся 9 декабря несмотря на сложные погодные условия. Вакцинацию прошли 33 человека в селе Каневка и 13 человек – в селе Сосновка.",15,13,3,5737.0
4622,2021-12-11 14:00:02,702373,-48868067,-48868067,"ROH объявили новый матч для Джоната Грэшема на шоу Final Battle - его соперником станет Джей Литал!

Напомним, что Грэшем должен был драться за мировой титул ROH, однако нынешний чемпион Бандидо сдал положительный тест на COVID-19. Последнее шоу года от ROH пройдёт уже сегодня ночью.",2,27,4,1376.0
4624,2021-12-11 14:00:01,10363,-135121327,-135121327,"💉Экс-председатель Общественного Совета Усть-Куломского района Татьяна Николаевна Попова,  рассказала нам  о том, как переболела  коронавирусной инфекцией.

✔ «На момент развития болезни у меня была высокая температура, мне тяжело было дышать. Лежала под кислородом 12 дней. Приходилось всегда лежать на животе, чтоб не отекали легкие.  Соседей по палате к вечеру увозили в реанимацию.”- поделилась с нами своей историей Татьяна Николаевна.",2,9,3,3798.0
4627,2021-12-11 14:00:01,146432,-16256791,-16256791,"❓ Руководство принуждает делать прививку от коронавируса. Я не согласна. В прививочном кабинете заставляют подписать согласие. Правомерно ли это?

Отвечает юрист Леонид Езовских.
 ❗ В силу п.1 ст. 5 Федерального закона от 17.09.1988 №157-ФЗ «Об иммунопрофилактике инфекционных болезней» (далее по тексту – Закон №157-ФЗ) граждане имеют право отказаться от профилактических прививок. Отказ оформляется в письменной форме (п.3 ст. 5 Закона №157, п. 7 ст. 20 Федерального закона от 21.11.2011 №323-ФЗ «Об основах охраны здоровья граждан в Российской Федерации)», то есть вакцинация на территории Российской Федерации является добровольной.

Работодатель, согласно п. 2 ст. 5 Закона №157-ФЗ, абз. 8 ч.1 ст. 76 Трудового кодекса РФ, отстраняет отказавшихся от получения профилактических прививок против новой коронавирусной инфекции (COVID-19) работников только в случае, если их деятельность включена в перечень работ, выполнение которых связано с высоким риском заболевания инфекционными болезнями и требует обязательного проведения профилактических прививок, утверждённых постановлением Правительства РФ от 15.07.1999 №825.
 
В вышеуказанный перечень включены, в том числе: работы с больными инфекционными заболеваниями, с кровью и биологическими жидкостями человека, работы в организациях, осуществляющих образовательную деятельность, работы по отлову и содержанию безнадзорных животных, работы по обслуживанию канализационных сооружений, оборудования и сетей и т.д. 
В иных случаях, отстранение от работы сотрудников в связи с отказом от вакцинации против новой коронавирусной инфекции (COVID-19) является неправомерным.
 
В соответствии с ч. 3 ст. 76 Трудового кодекса РФ в период отстранения от работы (недопущения к работе) заработная плата работнику не начисляется, за исключением случаев, предусмотренных настоящим Кодексом или иными федеральными законами. 
Согласно ч. 6 ст. 136 Трудового кодекса РФ заработная плата выплачивается не реже чем каждые полмесяца. 
За нарушение трудового законодательства и иных нормативно-правовых актов, содержащих нормы трудового права предусмотрена административная ответственность по ст. 5.27 КоАП РФ.",9,53,60,9335.0
4628,2021-12-11 14:00:01,487796,-126734367,-126734367,"📌 Челябинская область оказалась в числе аутсайдеров по борьбе с COVID-19

В Челябинской области за неделю ухудшилась ситуация с коронавирусной инфекцией – вице-премьер России Татьяна Голикова также отнесла к числу аутсайдеров еще три региона.

«Более напряженной эпидобстановка стала в Калужской, Ростовской, Челябинской области и Республике Калмыкия», – отметила вице-премьер.

В общем за время пандемии скончалось 6 499 южноуральцев.

Источник: [club158885684|Нетипичный Инцидент Челябинск]",1,2,0,2391.0
4629,2021-12-11 14:00:01,594269,-66172496,-66172496,"📌 Челябинская область оказалась в числе аутсайдеров по борьбе с COVID-19

В Челябинской области за неделю ухудшилась ситуация с коронавирусной инфекцией – вице-премьер России Татьяна Голикова также отнесла к числу аутсайдеров еще три региона.

«Более напряженной эпидобстановка стала в Калужской, Ростовской, Челябинской области и Республике Калмыкия», – отметила вице-премьер.

В общем за время пандемии скончалось 6 499 южноуральцев.

Источник: [club158885579|Нетипичный Инцидент Миасс]",6,3,2,2807.0
4630,2021-12-11 14:00:01,1476439,-85246661,-85246661,"📌 Челябинская область оказалась в числе аутсайдеров по борьбе с COVID-19

В Челябинской области за неделю ухудшилась ситуация с коронавирусной инфекцией – вице-премьер России Татьяна Голикова также отнесла к числу аутсайдеров еще три региона.

«Более напряженной эпидобстановка стала в Калужской, Ростовской, Челябинской области и Республике Калмыкия», – отметила вице-премьер.

В общем за время пандемии скончалось 6 499 южноуральцев.

Источник: [club49100433|Нетипичный Инцидент Златоуст]",15,7,2,5213.0
4632,2021-12-11 14:00:00,12241,-206082782,-206082782,"Губернатор штата Техас республиканец Грэг Эбботт издал указ, согласно которому предприятия и организации на территории штата не имеют права требовать обязательной вакцинации против коронавируса от своих сотрудников или клиентов.
«Издаю указ о запрещении обязательной вакцинации какой-либо организацией», - написал он и добавил, что данный вопрос также вынесен на специальную сессию заксобрания штата. 
 
Согласно тексту указа, «ни одна организация не имеет права никого принуждать к получению вакцины от COVID-19, будь то сотрудник или потребитель, который не согласен на вакцинацию по любым причинам личного характера, из-за религиозных убеждений или по медицинским соображениям». 
 
Ранее власти Техаса запретили компаниям и учреждениям в штате требовать от его жителей предоставить подтверждение вакцинации от нового коронавируса в качестве условия оказания каких-либо услуг.
#ЗаДобровольность",83,1482,212,18606.0
4635,2021-12-11 16:00:00,37955,-195569983,-195569983,"⚡Роспотребнадзор сократил срок действия отрицательного ПЦР-теста на коронавирус с 72 до 48 часов 
 
Соответствующее постановление главного государственного санитарного врача РФ опубликовано на официальном интернет-портале правовой информации. 
 
""Срок действия отрицательного результата лабораторного исследования на COVID-19, проведенного методом полимеразной цепной реакции, составляет 48 часов от времени результата лабораторного исследования на COVID-19"", - говорится в документе. 
 
Также Роспотребнадзор установил, что лица, имевшие контакты с больными ковидом, должны сдавать ПЦР-тест только при наличии симптомов. 
 
""Отбор проб биологического материала у лица, контактировавшего с больным COVID-19, для лабораторного исследования на COVID-19 проводится при появлении клинических симптомов заболевания, сходного с COVID-19"", - говорится в документе. 
 
Ведомство уточнило, что выписка лица, контактировавшего с больным, у которого не появились симптомы в течение периода изоляции, осуществляется без ПЦР-теста. 
 
Для приведения в соответствие региональных Правил поведения, обязательных для исполнения гражданами и организациями в связи с угрозой распространения на территории Мурманской области COVID-19, правительство Мурманской области готовит постановление о внесении изменений в Правила.",5,5,1,1992.0
4639,2021-12-11 16:00:00,185858,-162902237,-162902237,"За 2021 год ФОМС потратил 300 млрд рублей на лечение больных коронавирусом

За 10 месяцев 2021 года ФОМС оплатил лечение более трёх миллионов случаев коронавируса. Средняя стоимость одного завершённого случая без учёта коэффициента дифференциации регионов составляет 102 тысячи рублей. Таким образом, на эти цели потрачено больше 300 млрд рублей.

Об этом сообщила замглавы фонда Ольга Царева.

По её словам, сама система ОМС не справилась бы с таким финансовым бременем, поэтому оказывалась помощь из федерального бюджета.

«Дефицита средств обязательного медицинского страхования в клиниках, обеспечивающих лечение больных COVID-19, ФОМС по своему мониторингу не видит», — сообщила Царева.

По ее данным, 70% госпитализированных в стационары — пациенты со средне-тяжелой степенью заболевания. В ФОМС рассчитывают, что количество случаев COVID-19 начнет снижаться за счет вакцинации.

Как сообщалось ранее, в конце марта 2020 года московский Фонд ОМС ввёл три новых тарифа на оплату медпомощи для больных коронавирусом в городских стационарах. Стоимость одного законченного случая заболевания тогда оценивалась в 200 тысяч рублей.

Подробнее читайте: Московский ФОМС выделит до 200 тысяч рублей на каждого больного коронавирусом.",5,0,0,2015.0
4640,2021-12-11 16:00:00,21964,-201455745,-201455745,"В Общественной палате подготовили предложения к законопроектам о QR-кодах 
 
Документы также обсуждают в Государственной Думе и Совете Федерации 
 
Малопонятный и даже отпугивающий термин «QR-код» следует заменить на «сертификат иммунного здоровья», в больницы и церкви пускать без него, а также решить вопрос о вакцинации тех, кто уже купил сертификат, призвали в Общественной палате РФ. Заключение Общественной палаты по итогам общественного обсуждения законопроектов о введении QR-кодов опубликовано 9 декабря на сайте палаты. 
 
✅ К зубному QR-код не нужен 
 
В начале ноября кабмин внёс в Госдуму два законопроекта. Первый предполагает, что граждане смогут посещать места проведения массовых мероприятий, культурные учреждения, заведения общепита и торговли с предъявлением QR-кода о прививке, медотвода от вакцинации либо подтверждения перенесённого заболевания. Закон, в случае принятия, будет действовать с 1 февраля по 1 июня 2022 года. Законопроект-спутник регулирует использование QR-кодов на железнодорожном и авиатранспорте. Их придётся предъявлять при совершении междугородних и международных поездок. 
 
Обращения граждан говорят о необходимости скорректировать используемую в законопроектах терминологию, отметили в Общественной палате. В частности, целесообразно отказаться от упоминания термина «QR-код» и использовать слова, более понятные широкой аудитории, в том числе пожилым людям. 
 
В ходе слушаний некоторые участники сказали, что само слово «QR-код» является малопонятным и даже отталкивающим для граждан. Кроме того, у людей, не имеющих достаточного опыта в использовании современных цифровых технологий, могут возникнуть сложности при его получении. 
 
В Общественной палате порекомендовали использовать в проектах законов максимально понятную для широкой аудитории терминологию, например «сертификат иммунного здоровья». 
 
Кроме того, по мнению общественников, нужно расширить перечень мест, для входа в которые не нужен сертификат о вакцинации. В список, считают в Общественной палате, в частности, нужно добавить поликлиники, больницы и кабинеты стоматологов, а также религиозные организации разных конфессий. Ограничения не должны распространяться на людей, имеющих медицинские противопоказания. Для восстановления экономической активности необходимо освободить от ограничений организации, которые формируют свободные от коронавирусной инфекции зоны, добавили в Общественной палате. 
 
Среди других предложений «нулевого чтения» законопроектов — ужесточить контроль за необоснованным отказом от медотвода от вакцинации против COVID-19, разработать механизм выдачи сертификатов иностранцам, привитым не зарегистрированными в России вакцинами, а также назначить только одну структуру ответственной за доставку сертификата проживающим в сельской или труднодоступной местности. 
 
✅ Есть антитела — будет сертификат 
 
Отдельный пункт заключения Общественной палаты касается тех, кто купил сертификаты о вакцинации. «Складывается ситуация, когда такие лица, боясь ответственности за совершённое правонарушение, скрывают факт приобретения сертификата и не вакцинируются», — говорится в документе. В связи с этим общественники хотят разработать и реализовать меры, которые позволили бы вакцинировать таких граждан с их согласия. 
 
«Это не означает автоматической декриминализации их деяния — мы лишь говорим о необходимости решения медицинского вопроса в отношении таких людей, а как именно, предлагаем обсудить в том числе законодателям», — сказала «Парламентской газете» председатель Общественной палаты Лидия Михеева. 
 
Она также добавила, что представленные предложения не являются исчерпывающим списком поправок, и призвала продолжить диалог «между группами граждан с разными мировоззренческими позициями». 
 
Ряд предложений уже сформулировали в Госдуме и Совете Федерации. Так, член думского Комитета по социальной политике Светлана Бессараб обратила внимание на участь переболевших ковидом в лёгкой форме без обращения к медикам. 
 
«Немало случаев, когда врачи не успевали доехать до пациентов или их просто не хватало в той местности, — сказала «Парламентской газете» депутат. — При этом люди понимают, что болели. Для таких граждан нужно предусмотреть бесплатный тест на антитела, и при их достаточном количестве они должны получать сертификат». 
 
В Комитете Совета Федерации по социальной политике обеспокоены оперативностью получения QR-кодов, надёжностью шифрования персональных данных на портале госуслуг, идентификацией личности при предъявлении кода. «Эти и другие вопросы поступают ко мне и другим сенаторам, — рассказала председатель комитета Инна Святенко. — Перед принятием закона мы должны получить на них ответы». 
 
✅ Признание освободит от ответственности? 
 
Если купивший сертификат всё же решит сделать прививку, то нужно рассмотреть вопрос об освобождении его от ответственности за совершённое противоправное деяние, отметила Светлана Бессараб. «Это будет означать, что он осознал свою ошибку, — прокомментировала она. — Во главе угла должны находиться жизнь и здоровье людей». 
 
По мнению депутата, для таких граждан необходимо установить жёсткие рамки и сроки обращения в поликлинику — по примеру амнистии. Правда, стоит ли распространить её на медработников, использовавших вакцину не по назначению, и тех, кто ввёл подложные данные в систему, Светлана Бессараб ответить затруднилась. Но этот вопрос наверняка будет поднят при дальнейших обсуждениях законопроекта, добавила она. 
 
Купившим сертификат о вакцинации может грозить уголовная ответственность по статье за подделку документов, напомнили в Ассоциации юристов России. Руководитель аппарата организации Дмитрий Липин допустил внесение изменений в эту статью, предусматривающих освобождение от наказания, если человек добровольно сообщит о подлоге. «Но если он знал о своём заболевании или дал взятку должностному лицу, такая мера на него распространяться не должна», — пояснил юрист.",3,3,0,627.0
4645,2021-12-11 15:59:07,24025,-161143871,-161143871,"ВАШИ ДЕТИ ГОТОВЫ❓

Вакцинировать подростков начнут до конца декабря. Уже разработана прививка! 
 
😷В России вакцинировать подростков от 12 до 17 лет от COVID-19 начнут до конца текущего года. Об этом сегодня, 10 декабря, сообщили ТАСС. 
 
Информацию им рассказал министр здравоохранения РФ Михаил Мурашко. 
 
– До конца года первую вакцинацию проведем [среди подростков] по всей России, – заявил Мурашко. 
 
Напомним, в конце ноября в России зарегистрировали новую вакцину «Спутник М», предназначенную для подростков старшей возрастной категории. 
 
— Прививка будет делаться на добровольной основе с согласия родителей или самого подростка, которому уже исполнилось 15 лет. 
 
— Замглавы центра имени Гамалеи Денис Логунов ранее сообщал, что исследования вакцин проходят по стадиям: сначала на взрослых, затем подростков, после детях 6-11 лет и так далее.

https://vk.com/tmzhp?w=wall-129312613_523268",5,1,0,663.0
4652,2021-12-11 15:58:45,302177,-81700902,-81700902,"Быстро мутирующий вирус - угроза или миф? Можно ли его остановить?

Ни для кого не секрет, что COVID-19 - огромный вызов всему человечеству, однако медицина не сидит сложа руки и ежедневно работает над способами борьбы и изгнания этого страшного «врага» из нашей жизни.

Корреспондент АиФ вместе с д. м. н., академиком РАН, профессором Дмитрием Пушкарём совместно разбирались в вопросах лечения этого опасного заболевания, ответив на вопрос о существовании современных инновационных профилактических методов в условиях пандемии:
Как следует из обновлённых рекомендаций Минздрава РФ по профилактике, диагностике и лечению новой коронавирусной инфекции, существуют препараты, которые могут помочь в лечении COVID-19. Например, фавипиравир («Арепливир»).

Дмитрий Пушкарь также отметил, что лечение важно и нужно начинать как можно раньше, однако далеко не все пациенты это понимают, что приводит к тяжелому течению заболевания и долгому периоду реабилитации после болезни. Зачастую лечение фавипиравиром можно назначать ещё до ПЦР-теста, в таком случае большинство пациентов может избежать госпитализации, не говоря уже о тяжёлых осложнениях. Научные исследования, проведённые в нескольких регионах нашей страны, клинически доказали, что раннее назначение противовирусного этиотропного препарата в подавляющем большинстве случаев гарантирует успех в борьбе с COVID-19.

Читать статью полностью: https://vk.cc/c8CWR1",1,0,0,287.0
